Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_39_257.jpg;-15;0;0.599895;0.2796253;59.34535;98.18177;358.4487;81.88885;359.6265
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_39_324.jpg;-15;0;0.7991524;0.2123416;59.34542;98.18207;357.6878;81.91187;0.1364804
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_39_391.jpg;-15;0;1;0.1307204;59.34561;98.18223;357.4973;81.90851;0.4002497
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_39_458.jpg;-15;0;1;-0.0417588;59.3457;98.18232;357.551;81.90947;0.5454774
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_39_523.jpg;-15;0;1;-0.08639123;59.34584;98.18241;358.072;81.89183;0.5046324
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_39_591.jpg;-15;0;0;-0.1831247;59.34592;98.18239;358.7636;80.07395;0.2771393
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_39_656.jpg;-11.08333;0;0;-0.2327314;59.34585;98.18217;359.526;77.84392;0.04350797
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_39_723.jpg;-7.005129;0;0;-0.2185647;59.34568;98.18182;0.4496024;75.91666;359.8733
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_39_789.jpg;-3.078003;0;0;-0.1853238;59.34558;98.18161;1.02069;75.24574;359.8464
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_39_857.jpg;0;0;0;-0.1377494;59.34455;98.18171;1.441387;75.11789;359.9309
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_39_923.jpg;0;0;0;-0.05379281;59.34516;98.18128;1.577891;75.1104;-0.003537752
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_39_990.jpg;0;0;0;0.03359264;59.3458;98.18104;1.367655;75.11157;0.00782102
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_40_057.jpg;-4.014187;0;0;0.09146715;59.34639;98.18097;1.033422;74.63219;0.0140686
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_40_122.jpg;-8.014269;0;0;0.09453821;59.34647;98.1811;0.6090367;72.94582;0.05174832
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_40_190.jpg;-12.04807;0;0;0.09199306;59.34651;98.18121;0.3017065;70.9021;0.06504408
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_40_257.jpg;-15;0;0;0.08594839;59.34655;98.18132;0.01064071;68.31836;0.05562649
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_40_323.jpg;-15;0;0;0.07978979;59.34659;98.18146;359.6591;64.71839;0.005296825
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_40_390.jpg;-15;0;0;0.07250199;59.34662;98.18156;359.429;62.01811;359.9453
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_40_457.jpg;-15;0;0;0.05378561;59.34665;98.18166;359.2565;59.31818;359.9019
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_40_524.jpg;-15;0;0;0.04060856;59.34668;98.18173;359.093;55.71788;359.8546
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_40_590.jpg;-15;0;0;0.02967464;59.34671;98.18177;359.0164;53.01781;359.8304
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_40_656.jpg;-15;0;0;0.01802854;59.34673;98.1818;358.9867;50.31799;359.8312
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_40_724.jpg;-15;0;0;-0.02305988;59.34677;98.1818;359.0117;46.71874;359.8756
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_40_790.jpg;-15;0;0;-0.0265535;59.34679;98.18177;359.0489;44.01925;359.9156
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_40_857.jpg;-15;0;0;-0.0280292;59.3468;98.18173;359.0948;41.31964;359.9559
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_40_924.jpg;-15;0;0;-0.0293764;59.34681;98.18169;359.1687;37.72006;0.0121667
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_40_990.jpg;-15;0;0;-0.0305449;59.34681;98.18164;359.2314;35.02034;0.05594656
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_41_056.jpg;-15;0;0;-0.03156927;59.34681;98.1816;359.2996;32.32045;0.09978592
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_41_123.jpg;-15;0;0;-0.03196988;59.3468;98.18156;359.397;28.72052;0.156739
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_41_191.jpg;-15;0;0;-0.03210975;59.34678;98.18152;359.4719;26.02044;0.1989718
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_41_257.jpg;-13.00723;0;0;-0.03173025;59.34677;98.18149;359.5477;23.43998;0.2406218
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_41_324.jpg;-9.011579;0;0;-0.03091088;59.34673;98.18146;359.6517;21.03735;0.2990897
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_41_390.jpg;-4.984503;0;0;-0.0296747;59.34671;98.18143;359.7322;20.02007;0.3404182
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_41_457.jpg;-0.9954071;0;0;-0.0275117;59.34668;98.1814;359.8143;19.59623;0.3755551
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_41_523.jpg;2.973418;0;0;-0.02561069;59.34665;98.18136;359.9261;20.07211;0.408448
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_41_589.jpg;6.937981;0;0;-0.02357153;59.34663;98.18133;0.01040739;21.20276;0.4195596
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_41_655.jpg;10.94039;0;0;-0.02076083;59.3466;98.18132;0.09270849;22.92695;0.4171665
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_41_722.jpg;14.97342;0;0;-0.0179688;59.34657;98.18131;0.1894828;26.27106;0.3844814
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_41_791.jpg;15;0;0;-0.01564783;59.34655;98.18131;0.2471062;28.97077;0.3432769
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_41_856.jpg;15;0;0;-0.01397853;59.34653;98.18131;0.2917814;31.67069;0.2940867
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_41_924.jpg;15;0;0;-0.01298907;59.34651;98.18132;0.3314549;35.27079;0.2218832
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_41_989.jpg;15;0;0;-0.01220475;59.3465;98.18133;0.3463797;37.97096;0.1659427
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_42_055.jpg;15;0;0;0.01149224;59.34649;98.18134;0.349267;40.67113;0.1110009
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_42_122.jpg;15;0;0;0.01119269;59.34649;98.18135;0.336163;44.27136;0.04265824
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_42_188.jpg;15;0;0;0.01105988;59.34648;98.18137;0.3153237;46.9715;-0.002864481
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_42_255.jpg;15;0;0;0.01105621;59.34648;98.18138;0.2867449;49.67161;359.9579
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_42_322.jpg;15;0;0;0.01111415;59.34648;98.1814;0.2394597;53.27168;359.9165
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_42_388.jpg;15;0;0;0.01116492;59.34649;98.18142;0.1993063;55.97168;359.8943
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_42_455.jpg;15;0;0;0.01114694;59.34649;98.18143;0.1569754;58.67165;359.8798
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_42_522.jpg;15;0;0;0.01102813;59.3465;98.18144;0.09982591;62.2716;359.8716
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_42_588.jpg;15;0;0;0.0107959;59.3465;98.18145;0.05824078;64.97154;359.8733
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_42_655.jpg;15;0;0;0.01029243;59.34652;98.18147;0.01908781;67.6715;359.8808
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_42_722.jpg;15;0;0;0;59.34652;98.18147;359.9723;71.27147;359.8983
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_42_789.jpg;10.9434;0;0;0;59.34653;98.18149;359.9432;73.36078;359.9152
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_42_854.jpg;6.979437;0;0;0;59.34654;98.18149;359.919;74.85537;359.9332
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_42_920.jpg;3.014932;0;0;0;59.34655;98.1815;359.8997;75.63737;359.951
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_42_987.jpg;0;0;0;0;59.34656;98.18151;359.8801;75.76459;359.9726
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_43_054.jpg;0;0;0;0;59.34657;98.18151;359.8694;75.7646;359.9877
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_43_121.jpg;-0.01277447;0;0;0;59.34657;98.18151;359.8602;75.52157;0.005632821
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_43_188.jpg;3.989224;0;0;0;59.34658;98.1815;359.8572;76.11937;0.01940322
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_43_254.jpg;7.966204;0;0;0;59.34658;98.18151;359.8577;77.31418;0.03300825
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_43_321.jpg;11.94636;0;0;0;59.34658;98.1815;359.864;79.94309;0.05040631
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_43_387.jpg;15;0;0;0;59.34659;98.1815;359.8728;82.58108;0.06193097
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_43_454.jpg;15;0;0;0;59.34659;98.1815;359.8842;85.28108;0.0705403
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_43_521.jpg;15;0;0;0;59.34658;98.18149;359.902;88.88108;0.07712725
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_43_587.jpg;15;0;0;0;59.34658;98.18148;359.9166;91.58105;0.07847252
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_43_653.jpg;15;0;0;0;59.34658;98.18148;359.9315;94.28107;0.07692923
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_43_721.jpg;15;0;0;0;59.34658;98.18148;359.9511;97.88104;0.07085605
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_43_787.jpg;15;0;0;0;59.34658;98.18149;359.965;100.581;0.06374209
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_43_854.jpg;15;0;0;0;59.34657;98.18149;359.9777;103.281;0.05487821
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_43_921.jpg;15;0;0;0;59.34657;98.18147;359.9925;106.881;0.041082
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_43_988.jpg;15;0;0;0;59.34657;98.18147;0.00168794;109.581;0.02981824
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_44_053.jpg;15;0;0;0;59.34657;98.18147;0.009140364;112.281;0.01824166
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_44_120.jpg;15;0;0;0;59.34656;98.18146;0.01485061;114.981;0.006748964
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_44_187.jpg;15;0;0;0;59.34656;98.18145;0.01984831;118.581;359.9922
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_44_253.jpg;15;0;0;0;59.34655;98.18146;0.02178564;121.281;359.9822
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_44_320.jpg;11.02746;0;0;0;59.34655;98.18146;0.022563;123.504;359.9735
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_44_386.jpg;7.021322;0;0;0;59.34655;98.18146;0.02259382;125.4265;359.9642
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_44_453.jpg;2.993331;0;0;0;59.34655;98.18145;0.02231588;126.0864;359.9591
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_44_519.jpg;0;0;0;0;59.34655;98.18146;0.02193831;126.2094;359.9554
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_44_586.jpg;0;0;0;0;59.34655;98.18146;0.02094295;126.2094;359.9526
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_44_654.jpg;2.05164;0;0;0;59.34655;98.18146;0.01959356;126.4556;359.9517
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_44_719.jpg;6.044211;0;0;0;59.34654;98.18146;0.01748332;127.3031;359.9517
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_44_787.jpg;10.06554;0;0;0;59.34655;98.18146;0.0136335;129.4716;359.9531
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_44_853.jpg;14.05925;0;0;0;59.34655;98.18146;0.0102122;131.8829;359.9552
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_44_919.jpg;15;0;0;0;59.34655;98.18146;0.006867326;134.5829;359.9581
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_44_986.jpg;15;0;0;0;59.34655;98.18147;0.003090712;138.183;359.9633
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_45_052.jpg;15;0;0;0;59.34655;98.18147;0.0008739824;140.883;359.9678
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_45_119.jpg;15;0;0;0;59.34655;98.18147;-0.0007659825;143.583;359.9727
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_45_186.jpg;15;0;0;0;59.34655;98.18147;-0.002037732;147.183;359.9796
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_45_253.jpg;15;0;0;0;59.34656;98.18147;-0.00232973;149.883;359.9847
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_45_319.jpg;15;0;0;0;59.34656;98.18147;-0.002098527;152.5829;359.9897
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_45_385.jpg;15;0;0;0;59.34657;98.18147;-0.001086976;156.1829;-0.004208252
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_45_452.jpg;15;0;0;0;59.34657;98.18148;9.913568E-05;158.8829;-6.850262E-05
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_45_518.jpg;15;0;0;0;59.34657;98.18147;0.001557815;161.5829;0.003590384
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_45_586.jpg;15;0;0;0;59.34657;98.18147;0.003769695;165.1829;0.007642859
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_45_651.jpg;15;0;0;0;59.34657;98.18148;0.005513286;167.8829;0.01003719
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_45_719.jpg;15;0;0;0;59.34657;98.18148;0.007233849;170.5829;0.01187925
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_45_785.jpg;15;0;0;0;59.34657;98.18147;0.009361617;174.1829;0.01351113
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_45_851.jpg;12.9972;0;0;0;59.34657;98.18148;0.01069122;176.6426;0.01420789
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_45_918.jpg;9.04242;0;0;0;59.34657;98.18148;0.01164136;178.5085;0.01458957
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_45_984.jpg;5.023084;0;0;0;59.34657;98.18147;0.01224393;179.9521;0.01473917
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_46_051.jpg;1.030498;0.1996293;0;0;59.34657;98.18145;0.01152906;179.9504;0.01511077
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_46_118.jpg;0;0.3985684;0;0.02034492;59.34488;98.18146;0.04784848;180.0586;0.01461617
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_46_184.jpg;0;0.5990074;0;0.04537548;59.33894;98.18145;0.1696054;180.2576;0.01319578
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_46_252.jpg;0;0.7984564;0;0.07645822;59.33084;98.1814;0.3281907;180.4956;0.01101841
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_46_317.jpg;0;0.9985564;0;0.1279241;59.32018;98.18152;0.5141159;180.5721;-0.004992855
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_46_385.jpg;0;1;0;0.1727211;59.30014;98.18118;0.8185109;180.4109;-5.590119E-05
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_46_451.jpg;0;1;0;0.2357781;59.28107;98.18102;1.072505;180.5963;-0.001329452
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_46_517.jpg;0;1;0;0.2992921;59.25936;98.181;1.304519;180.5476;-0.002815675
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_46_584.jpg;0;1;0;0.3217305;59.23225;98.18032;1.244171;180.4997;-0.003083223
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_46_651.jpg;0;1;0;0.4231846;59.2077;98.18018;1.155501;180.5192;1.296932E-05
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_46_718.jpg;0;1;0;0.4701026;59.18016;98.18001;1.105612;180.6996;-0.001969275
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_46_784.jpg;0;1;0;0.5332016;59.13692;98.17966;1.139653;180.6755;-0.0009086482
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_46_851.jpg;0;1;0;0.5558694;59.10078;98.17932;1.2023;180.768;-0.00174838
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_46_918.jpg;1.997466;1;0;0.6364655;59.06161;98.17885;1.252924;180.7124;-0.0002781299
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_46_984.jpg;0;1;0;0.6817805;59.00746;98.17822;1.204824;180.7212;-0.001297062
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_47_051.jpg;0;1;0;0.7281811;58.96269;98.17781;1.190494;180.7027;-0.000473573
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_47_117.jpg;0;1;0;0.7925259;58.91451;98.17742;1.201536;180.6546;-0.0006831691
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_47_183.jpg;0;1;0;0.8544483;58.84589;98.1769;1.206598;180.7058;-0.0008288778
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_47_250.jpg;0;1;0;0.90542;58.79033;98.17642;1.219674;180.7169;-0.001015687
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_47_316.jpg;0;1;0;0.9706107;58.73201;98.17592;1.223109;180.6971;-0.0006428779
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_47_383.jpg;0;1;0;1.018878;58.65009;98.17522;1.212995;180.707;-0.001025078
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_47_452.jpg;0;1;0;1.064334;58.58518;98.17467;1.219887;180.6587;-0.0006390878
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_47_516.jpg;0;1;0;1.125628;58.5176;98.17412;1.219773;180.6226;-0.0009326921
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_47_583.jpg;0;1;0;1.173321;58.42308;98.17342;1.227877;180.5889;-0.0007616341
/home/Amine/Documents/udacity/Robotics Software Engineer/RoboND-Rover-Project/train_dataset/IMG/robocam_2019_09_29_01_08_47_650.jpg;0;1;0;1.21735;58.34905;98.17292;1.227392;180.5829;-0.0009001372
